sessionId,recordIndex,uploaded,pressure,temperature,light,do,ph,runtime,message,_id,time,lat,lon,sats,fix
4014a480-37a2-4872-a8b9-b586924b8211,00055,false,1025.69,29.76,5,38.26,0.51,111.75892613600081,This is a test.,i1tlIRpnRquSnCb5,2023-04-26T10:45:51.000Z,-4.57602,55.463586667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00056,false,1025.69,29.76,5,38.26,0.52,113.76270141100031,This is a test.,tpu4WGm8ndFDbo6u,2023-04-26T10:45:53.000Z,-4.576015,55.463598333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00057,false,1026.5,29.76,5,38.26,0.51,115.77789340900017,This is a test.,dFB1hCywrrAKxEZB,2023-04-26T10:45:55.000Z,-4.576003333,55.46362,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00058,false,1025.69,29.74,5,38.26,0.52,117.77739679099977,This is a test.,QZGXBNHkgcx8ngQS,2023-04-26T10:45:57.000Z,-4.575991667,55.463641667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00059,false,1026.55,29.75,5,38.26,0.51,119.77754416000062,This is a test.,NW9oWzG1tvDKQzb1,2023-04-26T10:45:59.000Z,-4.575991667,55.463656667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00060,false,1026.31,29.75,5,38.26,0.51,121.78811727600078,This is a test.,FDaO6urBJ0w6trXz,2023-04-26T10:46:01.000Z,-4.575983333,55.463676667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00061,false,1026.42,29.74,5,38.26,0.5,123.78436274299929,This is a test.,VEtpetMSGFV8JYod,2023-04-26T10:46:03.000Z,-4.575968333,55.463698333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00062,false,1026.35,29.75,5,38.26,0.5,125.79061496900067,This is a test.,CKc8O5wsjd7FyeGO,2023-04-26T10:46:05.000Z,-4.575955,55.463725,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00063,false,1026.01,29.74,6,38.26,0.51,127.78424650200031,This is a test.,ruViftpnFBBPSXvy,2023-04-26T10:46:07.000Z,-4.575946667,55.463741667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00064,false,1026.51,29.74,6,38.26,0.5,129.80556136499945,This is a test.,ucj7o3Zdy9TiIHR3,2023-04-26T10:46:09.000Z,-4.575941667,55.463743333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00065,false,1025.91,29.74,5,38.26,0,131.81808344400088,This is a test.,1JcO0pJaplQIRUre,2023-04-26T10:46:11.000Z,-4.575931667,55.463756667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00066,false,1026.53,29.74,6,38.26,0,133.81263096099974,This is a test.,3BBqIyyE9Jx9Cac4,2023-04-26T10:46:13.000Z,-4.575916667,55.463768333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00067,false,1026.47,29.72,6,38.26,0.12,135.81768122500034,This is a test.,cjGpWEdSPgRmQ7Pi,2023-04-26T10:46:15.000Z,-4.575901667,55.46378,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00068,false,1026.46,29.73,6,38.26,2.27,137.82411745699937,This is a test.,uwVupYgjMQy3TB6M,2023-04-26T10:46:17.000Z,-4.575888333,55.463786667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00069,false,1026.39,29.75,6,38.26,2.5,139.82534681700054,This is a test.,Vz5JKSvUpxhzajkT,2023-04-26T10:46:19.000Z,-4.575878333,55.463795,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00070,false,1026.71,29.73,6,38.26,2.81,141.81894736499999,This is a test.,WVOWBeT9SpR38LMG,2023-04-26T10:46:21.000Z,-4.575861667,55.463805,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00071,false,1026.89,29.75,6,38.26,2.81,143.8336314019998,This is a test.,PeGBY74QRWwa7yYh,2023-04-26T10:46:23.000Z,-4.575848333,55.463813333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00072,false,1026.67,29.74,6,38.26,2.82,145.82800293400032,This is a test.,GKtTALhWUzpC8ljI,2023-04-26T10:46:25.000Z,-4.575838333,55.463825,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00073,false,1026.9,29.74,6,38.26,2.81,147.84783384900038,This is a test.,roO9mFIj92IOuWOd,2023-04-26T10:46:27.000Z,-4.575821667,55.463833333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00074,false,1025.95,29.72,6,38.26,2.78,149.84682027300005,This is a test.,qyp6aQyB0QTp4Zae,2023-04-26T10:46:29.000Z,-4.575806667,55.46384,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00075,false,1025.99,29.72,6,38.26,2.81,151.84970660399995,This is a test.,J0ELqwzRI6JCpyh9,2023-04-26T10:46:31.000Z,-4.575795,55.463846667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00076,false,1027.73,29.74,5,38.26,2.85,153.8556948610003,This is a test.,StTtLLVJkhCjm7Iv,2023-04-26T10:46:33.000Z,-4.575781667,55.463853333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00077,false,1027.17,29.75,5,38.26,2.86,155.85010340100052,This is a test.,dG5L1q4mvapdTsao,2023-04-26T10:46:35.000Z,-4.575766667,55.463858333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00078,false,1028.37,29.77,5,38.26,2.87,157.86595042199951,This is a test.,SrZdKlUmTWX4vQbD,2023-04-26T10:46:37.000Z,-4.575748333,55.463866667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00079,false,1027.63,29.76,5,38.26,2.87,159.86908975299957,This is a test.,s0YNUUym2clW8YA7,2023-04-26T10:46:39.000Z,-4.575728333,55.463878333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00080,false,1027.12,29.75,5,38.26,2.85,161.87220908699965,This is a test.,yLIWQpWecaLmHtii,2023-04-26T10:46:41.000Z,-4.575765,55.463855,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00081,false,1027.11,29.73,5,38.26,2.85,163.87553741800002,This is a test.,ebNh55qN4IkRphOP,2023-04-26T10:46:43.000Z,-4.575765,55.463876667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00082,false,1027.03,29.73,5,38.26,2.84,165.88359263500024,This is a test.,49C5ikGXrbuEgSds,2023-04-26T10:46:45.000Z,-4.575773333,55.463881667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00083,false,1026.73,29.73,5,38.26,2.84,167.88361704899944,This is a test.,g7Wcbc67XGQ8OQ6x,2023-04-26T10:46:47.000Z,-4.575788333,55.463881667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00084,false,1026.76,29.72,5,38.26,2.84,169.88520142699963,This is a test.,X3bpk0yVrUV4fjYY,2023-04-26T10:46:49.000Z,-4.575815,55.463871667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00085,false,1026.96,29.73,5,38.26,2.83,171.89194068100005,This is a test.,esCZrIXm0AqzKeP6,2023-04-26T10:46:51.000Z,-4.575855,55.463845,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00086,false,1027.02,29.75,5,38.26,2.83,173.89293407699915,This is a test.,SjFlmZcx3cFC5Mzk,2023-04-26T10:46:53.000Z,-4.575885,55.463813333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00087,false,1026.88,29.74,5,38.26,2.83,175.89844036400063,This is a test.,2x0A2c40TTL5ZVJX,2023-04-26T10:46:55.000Z,-4.5759,55.463788333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00088,false,1027.18,29.74,5,38.26,2.83,177.9041906479997,This is a test.,tDKQYmljEjxhMifo,2023-04-26T10:46:57.000Z,-4.575908333,55.463766667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00089,false,1026.91,29.74,5,38.26,2.82,179.91116290299942,This is a test.,f0EABTNcZL4bYWqG,2023-04-26T10:46:59.000Z,-4.575911667,55.463753333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00090,false,1026.61,29.75,5,38.26,2.81,181.90903038100078,This is a test.,7uIwETkPPW0js9xi,2023-04-26T10:47:01.000Z,-4.575915,55.463745,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00091,false,1026.95,29.76,5,38.26,2.81,183.9161246370004,This is a test.,9ys2Zb9kIgq15We8,2023-04-26T10:47:03.000Z,-4.575913333,55.463741667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00092,false,1026.58,29.74,5,38.26,2.82,185.9161170669995,This is a test.,q90ZTrKxS1kWVrZa,2023-04-26T10:47:05.000Z,-4.575913333,55.463735,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00093,false,1026.62,29.77,5,38.26,2.82,187.92840520000027,This is a test.,2VAT7rEBg3dghdh1,2023-04-26T10:47:07.000Z,-4.575913333,55.46373,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00094,false,1026.91,29.76,5,38.26,2.82,189.95172806700066,This is a test.,yUrRceZiWRM9HDr0,2023-04-26T10:47:09.000Z,-4.57591,55.463738333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00095,false,1027.4,29.76,5,38.26,2.82,191.93279096100014,This is a test.,THytTdcfeYdk8rcN,2023-04-26T10:47:11.000Z,-4.575906667,55.463741667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00096,false,1026.71,29.77,5,38.26,2.82,193.9378382750001,This is a test.,KBsWjZ3AcDTQkV2b,2023-04-26T10:47:11.000Z,-4.575906667,55.463741667,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00097,false,1026.74,29.76,5,38.26,2.82,195.95675725299952,This is a test.,w2vVeo9QPfS6UhzU,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,2,3
4014a480-37a2-4872-a8b9-b586924b8211,00098,false,1026.73,29.75,5,38.26,2.82,197.94668293699942,This is a test.,xnDW7KqxuYh6I8pt,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00099,false,1026.52,29.76,5,38.26,2.82,199.9491163189996,This is a test.,aLv5zOdX9OOMWALV,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00100,false,1026.99,29.77,5,38.26,2.82,201.95918251699914,This is a test.,QTOUsYCurPyXd1QI,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00101,false,1026.58,29.78,5,38.26,2.83,203.95724500899996,This is a test.,e1JBMOlnxNiNHdkU,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00102,false,1026.46,29.77,5,38.26,2.82,205.9631123119998,This is a test.,5ObnRMgn4ELws3yz,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00103,false,1026.6,29.77,5,38.26,2.82,207.9648967159992,This is a test.,vZwXKpb7wrlHdrNm,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00104,false,1026.54,29.77,5,38.26,2.82,209.96887206800056,This is a test.,r2PN4vHwqtmluiW4,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00105,false,1025.91,29.77,5,38.26,2.82,211.97454438100067,This is a test.,Qvc2zJVM4A0VKCod,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00106,false,1026.07,29.76,5,38.26,2.82,213.97511481900074,This is a test.,wkK1p5QGrdGELTC4,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00107,false,1026.71,29.77,5,38.26,2.82,215.97940816899973,This is a test.,uvYla6KX3p12UkQD,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00108,false,1026.91,29.76,5,38.26,2.82,217.98285754000062,This is a test.,DohDQL10I5fMSVtn,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00109,false,1026.66,29.77,5,38.26,2.83,219.99051481099923,This is a test.,uT3JHhi3zcHcaszs,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00110,false,1026.4,29.76,5,38.26,2.82,221.99091426000086,This is a test.,66HJSDhTwF2FAr6Z,2023-04-26T10:47:15.000Z,-4.575901667,55.463748333,0,1
4014a480-37a2-4872-a8b9-b586924b8211,00111,false,1026.26,29.77,5,38.26,2.82,223.99860853300015,This is a test.,b0LskLM9kRW1WKwW,2023-04-26T10:47:43.000Z,-4.57601,55.463726667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00112,false,1026.3,29.77,5,38.26,2.82,226.0028628910004,This is a test.,aWBhyKZYfx0lBod1,2023-04-26T10:47:45.000Z,-4.576055,55.463723333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00113,false,1026.7,29.78,5,38.26,2.82,228.0076492370008,This is a test.,4VHnYzOlOC43sChK,2023-04-26T10:47:47.000Z,-4.576068333,55.463711667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00114,false,1026.74,29.76,5,38.26,2.82,230.0083766839998,This is a test.,uUQj1mZCYBUL8FwQ,2023-04-26T10:47:49.000Z,-4.576095,55.463708333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00115,false,1026.25,29.77,5,38.26,2.82,232.01498498900037,This is a test.,sXX1QDLYGN2ppSAW,2023-04-26T10:47:51.000Z,-4.576096667,55.463708333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00116,false,1026.92,29.77,5,38.26,2.82,234.01584543600075,This is a test.,n4765c5UZt1FwRpb,2023-04-26T10:47:53.000Z,-4.576093333,55.463703333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00117,false,1026.4,29.79,5,38.26,2.83,236.02205575399967,This is a test.,1B2IteWADYtx2ajb,2023-04-26T10:47:55.000Z,-4.5761,55.463691667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00118,false,1026.17,29.77,5,38.26,2.82,238.02687610700013,This is a test.,pqqXQFzMDAOx3Whd,2023-04-26T10:47:57.000Z,-4.576111667,55.46368,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00119,false,1026.51,29.77,4,38.26,2.82,240.03062148800018,This is a test.,U2qWL7xKPr5asv1M,2023-04-26T10:47:59.000Z,-4.576108333,55.463666667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00120,false,1026.37,29.79,5,38.26,2.82,242.0361948259997,This is a test.,HdH7DVLtCwaT2EpH,2023-04-26T10:48:01.000Z,-4.576113333,55.463655,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00121,false,1026.27,29.78,5,38.26,2.83,244.03937022399987,This is a test.,lnBzrEsne5f0cUzZ,2023-04-26T10:48:03.000Z,-4.57611,55.463641667,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00122,false,1026.54,29.78,5,38.26,2.83,246.0409636610002,This is a test.,WymalMvrNSmaigNC,2023-04-26T10:48:05.000Z,-4.576113333,55.463628333,3,3
4014a480-37a2-4872-a8b9-b586924b8211,00123,false,1026.38,29.78,5,38.26,2.83,248.04913794099957,This is a test.,7Xt5shYos113svE7,2023-04-26T10:48:05.000Z,-4.576113333,55.463628333,0,1
