id,uploaded,pressure,temperature,light,do,ph,runtime,message,_id,time,lat,lon,sats,fix
4b4db2d4-d1f0-4725-86dd-e945eb600641,false,1019.6350189599762,29.401000630462704,1,36.01,0,3819.963022353,This is a test.,NjFog0Pvp3CYh4r4,2022-04-07T12:00:00,12345.678,12345.678,1,0
22f653a2-1c53-4e3d-8450-09882c616474,false,1019.865041028586,29.40366061408713,1,36.3,0,3821.967118972,This is a test.,pEwxwm9dLX9XjYFt,2022-04-07T12:00:00,12345.678,12345.678,1,0
78e6386d-9cfa-4c95-91e8-36d230c0a96d,false,1020.4089601327083,29.395215110671415,1,37.77,0,3831.984047428,This is a test.,RmcIPvQHlbv0RoHB,2022-04-07T12:00:00,12345.678,12345.678,1,0
6a49a14d-aa35-4d9a-97f5-2fb4ea6ba1d1,false,1019.2341047492955,29.39395159624928,1,36.3,0,3848.017664896,This is a test.,GzRPCZ9yvDNVtkiD,2022-04-07T12:00:00,12345.678,12345.678,1,0
4376914c-391c-4c90-86a5-587617e9978d,false,1020.1533222655183,29.395348111978933,1,37.34,0,3850.018707414,This is a test.,Sn66SkteXTm8mvCN,2022-04-07T12:00:00,12345.678,12345.678,1,0
70712b1c-5323-4695-a113-2ff3df9653f8,false,1018.8257928045612,29.389097007156693,1,34.26,0,3888.086396672,This is a test.,dyCO0vQ7m20AlISb,2022-04-07T12:00:00,12345.678,12345.678,1,0
90424f1d-32d1-4678-9ca6-a7c86fac4f6a,false,1020.4005636690505,29.384242364613783,1,38.09,0,3912.126683988,This is a test.,70025lE7Egc38VZi,2022-04-07T12:00:00,12345.678,12345.678,1,0
69750b6e-6f9e-4994-a83f-436f9c49915d,false,1019.0299498212728,29.390227532678637,1,38.24,0,3916.133277246,This is a test.,XaxMZI77IDN8gVCI,2022-04-07T12:00:00,12345.678,12345.678,1,0
0afd99f6-44e2-43c3-a910-b0fbc9ebe46c,false,1019.88748366941,29.392289071756068,1,27.22,0,3932.163704645,This is a test.,rP8j9SYi48NJWZKC,2022-04-07T12:00:00,12345.678,12345.678,1,0
cd94ed36-8efa-4082-bbb4-6fdbaaa9209c,false,1019.8696928894205,29.39714362570362,1,29.8,0,3946.189222255,This is a test.,QLDw4R0b5AHkAcbD,2022-04-07T12:00:00,12345.678,12345.678,1,0
fcec6d9f-9a37-40a4-bb8c-bea87f6cb39d,false,1018.7186339024483,29.40053513167868,1,27.61,0,3948.191595638,This is a test.,iNm7c40y5Qxrj5PJ,2022-04-07T12:00:00,12345.678,12345.678,1,0
c3928c8a-da14-4be2-9fb3-a35648c42efd,false,1019.5257023776503,29.396013117914663,1,30.94,0,3950.194307383,This is a test.,2wBg0CBMrtigJDJd,2022-04-07T12:00:00,12345.678,12345.678,1,0
0be284ca-7bcb-452c-969e-899d22dde283,false,1018.9923139750463,29.40046863181226,1,28.04,0,3960.212607838,This is a test.,QvN9RgstqhQ9tmYg,2022-04-07T12:00:00,12345.678,12345.678,1,0
0e7d8bb8-8fe8-4431-8c62-0b35cf6d0ffc,false,1019.1746827102063,29.394350601194674,1,30.18,0,3998.275229599,This is a test.,JpqASR7mcteD4HDa,2022-04-07T12:00:00,12345.678,12345.678,1,0
d751bb64-dbdc-464d-8042-d4a526b22c22,false,1020.4474126482849,29.394084597937763,1,25.62,0,4032.337039866,This is a test.,CaYVfMyLGxQ8t1CJ,2022-04-07T12:00:00,12345.678,12345.678,1,0
b490494a-7a53-42bf-9367-d90fdd891b4b,false,1019.3940230866835,29.405589092180207,1,27.01,0,4074.413265216,This is a test.,aXhNG5rN0On2gh8c,2022-04-07T12:00:00,12345.678,12345.678,1,0
e8e58d59-b5de-42bd-864a-0681c4097d32,false,1020.0000507629389,29.40771705821851,1,31.17,0,4086.431704066,This is a test.,b9uM7JvTW0W2EbnM,2022-04-07T12:00:00,12345.678,12345.678,1,0
129b188c-2da1-4f69-98e5-aa341ce9b9b6,false,1018.1644701647368,29.414898867777765,1,31.07,0,4088.434805921,This is a test.,6hlIVquFdtwRJDkN,2022-04-07T12:00:00,12345.678,12345.678,1,0
09b3580e-c2c4-4b91-b384-63ac0051e87b,false,1018.7161872772238,29.405589092180207,1,31.87,0,4090.436614723,This is a test.,zur97PtOwlBn65Q6,2022-04-07T12:00:00,12345.678,12345.678,1,0
