id,uploaded,pressure,temperature,light,do,ph,runtime,message,_id,time,lat,lon,sats,fix
ac3c301d-6213-4073-b54b-63bc43da9726,false,1019.3514822886849,29.397808628931216,1,33.52,0,3813.951915168,This is a test.,mjsm4dByzMAYCM15,2022-04-03T12:00:00,12345.678,12345.678,1,0
1d624468-deba-4f13-9a12-adc10a4da267,false,1019.8228734400152,29.39860663148056,1,35.91,0,3817.959865198,This is a test.,pxDPghKxsjxNArPv,2022-04-03T12:00:00,12345.678,12345.678,1,0
4a1708f6-64be-43b2-b14f-a6c017375af2,false,1020.6340773560253,29.39614611898139,1,37.33,0,3835.993431942,This is a test.,BlLFmgq2HJlw1DQN,2022-04-03T12:00:00,12345.678,12345.678,1,0
348d15bd-44da-4216-93b8-483a8ab88a8e,false,1020.6521199560812,29.38936301342278,1,36.59,0,3864.042684136,This is a test.,mOcVT0JHQBaOm1Zu,2022-04-03T12:00:00,12345.678,12345.678,1,0
c61f5be1-948c-4b5d-8053-87e0b05f0e31,false,1019.4036907520989,29.388498492471626,1,34.95,0,3894.094713882,This is a test.,SEUnmIRbKBqbXgO0,2022-04-03T12:00:00,12345.678,12345.678,1,0
8e6eebaa-20d9-4bee-a212-0234e56175a1,false,1019.5928408174921,29.404126109571507,1,26.9,0,3930.161502413,This is a test.,TEGEgGuTVXIssDeJ,2022-04-03T12:00:00,12345.678,12345.678,1,0
62c9db98-f8ca-460f-8006-4a72a369590b,false,1019.7029274759582,29.390360535490686,1,27.87,0,3964.218964263,This is a test.,ZccETfRfa6tKDPj8,2022-04-03T12:00:00,12345.678,12345.678,1,0
f3cf8305-42c0-4751-9213-82a4b78cb0ad,false,1019.7718858817941,29.39947113261246,1,27.28,0,3972.233573527,This is a test.,EmtjRuILDSnwHsSU,2022-04-03T12:00:00,12345.678,12345.678,1,0
f030b3d4-c67d-476c-bc35-38b1bcfbbe92,false,1019.5932174674847,29.397808628931216,1,26.98,0,4014.306418645,This is a test.,ulbgX7iwAoyWK2d2,2022-04-03T12:00:00,12345.678,12345.678,1,0
5ff23b10-0757-488d-8e35-099b8a1bcbfa,false,1019.3463450769865,29.407251566525247,1,25.91,0,4016.307736765,This is a test.,6JECwkLUYKd1HrVs,2022-04-03T12:00:00,12345.678,12345.678,1,0
