id,uploaded,pressure,temperature,light,do,ph,runtime,message,_id,time,lat,lon,sats,fix
335aa625-16e3-43d2-a354-50a1032948ea,false,1019.4260847433267,29.39368559275158,1,36.04,0,3833.99316772,This is a test.,SrAZCnUc3s5QcYOM,2022-04-09T12:00:00,12345.678,12345.678,1,0
ad08f073-9411-4472-91ed-0e80be2f1409,false,1020.773349165963,29.39441710198389,1,36.07,0,3842.005294781,This is a test.,OYAedpHcCqNXiApE,2022-04-09T12:00:00,12345.678,12345.678,1,0
7b00266c-1c47-44ef-a3a9-74974cd39b33,false,1020.2129448464723,29.396478621472852,1,37.38,0,3844.011468685,This is a test.,SqlonqYQI81FTu7w,2022-04-09T12:00:00,12345.678,12345.678,1,0
1a3d1138-c459-4635-843c-aa72ecd79645,false,1020.725404290366,29.38550590685952,1,38.07,0,3858.033057798,This is a test.,wA6brIN2o1M545mT,2022-04-09T12:00:00,12345.678,12345.678,1,0
36413cc1-8058-4f65-a449-2a7a9461135c,false,1020.1234166439041,29.392023067255423,1,31.88,0,3892.092395974,This is a test.,kVekSFiiIVtCv7ao,2022-04-09T12:00:00,12345.678,12345.678,1,0
9e352d8e-ce7d-467a-b610-4c2d9e535e80,false,1020.0717107990349,29.39009452982657,1,37.16,0,3900.104890557,This is a test.,sqi16sstjripavEv,2022-04-09T12:00:00,12345.678,12345.678,1,0
8ec7a662-98b4-40af-8686-ee91b0ab8235,false,1020.139310884857,29.38863149580527,1,32.73,0,3924.149539339,This is a test.,ZVnWuIciLWUXvFby,2022-04-09T12:00:00,12345.678,12345.678,1,0
14fb7e66-75e7-4b20-a6b0-81d33fbb3331,false,1018.8038269909244,29.39634562050651,1,26.14,0,3970.228033078,This is a test.,1gEUvMcPPL1vEuGO,2022-04-09T12:00:00,12345.678,12345.678,1,0
af0faccf-85c8-460f-9c8f-b823047e8348,false,1019.3396728718304,29.399870132563137,1,27.06,0,3976.239857338,This is a test.,A2YCeHFdS2JaNl6t,2022-04-09T12:00:00,12345.678,12345.678,1,0
706cc538-38bd-4d31-8460-b7c3fad3eec5,false,1019.5096251268812,29.401000630462704,1,30.35,0,3986.259971195,This is a test.,70ovdEEXwwBOF3KF,2022-04-09T12:00:00,12345.678,12345.678,1,0
97dc8612-0d72-4b2a-9160-1d27787ff7b6,false,1019.0344789516588,29.395215110671415,1,27.96,0,4002.282677102,This is a test.,sqn18jpIvDjHouiS,2022-04-09T12:00:00,12345.678,12345.678,1,0
05012744-b35f-490e-83d7-7a951feac17f,false,1019.1276868164161,29.39634562050651,1,25.84,0,4028.335373495,This is a test.,c3AwAvfWQzK3ZxZ0,2022-04-09T12:00:00,12345.678,12345.678,1,0
2ae6339a-8180-4679-8251-65952bd58cab,false,1018.925360478388,29.408049551984277,1,25.26,0,4034.341234056,This is a test.,wTSkJYsl6r7KS5TG,2022-04-09T12:00:00,12345.678,12345.678,1,0
c94b1db3-75da-4d67-98b0-264ce4ceb97a,false,1020.2650163886835,29.407850055755034,1,27.86,0,4044.356144676,This is a test.,2TdhflQo4HJGjGvg,2022-04-09T12:00:00,12345.678,12345.678,1,0
d4fc6c74-a3e0-44a5-9eac-6b200ef9157e,false,1018.8395602744015,29.39714362570362,1,27.02,0,4048.36338774,This is a test.,5GXoo5XRbohBoguK,2022-04-09T12:00:00,12345.678,12345.678,1,0
62ab2d25-9f69-4c18-8034-7a346849ed1f,false,1018.791952487253,29.403328117011597,1,30.12,0,4054.376820022,This is a test.,hD5zeD8Sn3Q7hNRi,2022-04-09T12:00:00,12345.678,12345.678,1,0
52a6d21d-5714-4030-aed2-dd9acc6c9da7,false,1020.719702680962,29.405921587550665,1,29.96,0,4056.380521481,This is a test.,SN7sBNxuMMB4BFOo,2022-04-09T12:00:00,12345.678,12345.678,1,0
9f3b4ed2-d030-4f3d-b405-f4dfb4b3f5e4,false,1020.5040656917438,29.40645357962194,1,25.87,0,4070.40741453,This is a test.,APS7KuXF0UNzWWHu,2022-04-09T12:00:00,12345.678,12345.678,1,0
e230291c-aeb8-45f8-8f1d-0662e21f51a9,false,1020.4483116455958,29.398141130168938,1,27.86,0,4078.418463773,This is a test.,IJ3EtELSb5C4fIRw,2022-04-09T12:00:00,12345.678,12345.678,1,0
