id,uploaded,pressure,temperature,light,do,ph,runtime,message,_id,time,lat,lon,sats,fix
b267ea6b-8dae-4e82-a25f-2bd6e02e26c5,false,1019.5004922021647,29.40113363002513,1,30.26,0,3807.941702588,This is a test.,EsicFQEhqlf20hdD,2022-04-08T12:00:00,12345.678,12345.678,1,0
4cf46038-7aed-49dc-befd-405c0f325d1b,false,1020.4548260376556,29.392555076096187,1,30.56,0,3809.944848918,This is a test.,H1MeaSORvJXThCKR,2022-04-08T12:00:00,12345.678,12345.678,1,0
2d64b48d-81f9-4117-b95d-d9a961a05f3a,false,1020.0085544946633,29.394350601194674,1,31.65,0,3811.947793402,This is a test.,xo7faKNpKFjubw2Q,2022-04-08T12:00:00,12345.678,12345.678,1,0
00b6353b-196f-409d-a158-ff985fbadc53,false,1020.5048868691811,29.395082109323766,1,35.27,0,3823.960906959,This is a test.,SAXbnd4ACRdXv5zh,2022-04-08T12:00:00,12345.678,12345.678,1,0
2034d681-0dba-4e86-a927-9ed60953f628,false,1019.127377868825,29.393419589093355,1,38.26,0,3825.975519932,This is a test.,eaJhqP5Yf1M3tLBX,2022-04-08T12:00:00,12345.678,12345.678,1,0
28994997-7fd5-49f4-a66e-fde058521452,false,1019.8903844454268,29.397343126777173,1,36.73,0,3852.021689792,This is a test.,B60RtmAOi0O5VJB5,2022-04-08T12:00:00,12345.678,12345.678,1,0
4e6c473a-f9fb-42aa-b15b-b448b019839d,false,1020.0796969664923,29.384508373808558,1,35.94,0,3856.032781116,This is a test.,2OuVjlxaFvMLiMol,2022-04-08T12:00:00,12345.678,12345.678,1,0
192729d2-138a-4139-86bf-3647370fd192,false,1019.5332383065572,29.39075954368593,1,33.05,0,3868.051495799,This is a test.,F2kIeZj1KkCaOsrF,2022-04-08T12:00:00,12345.678,12345.678,1,0
9113e510-7688-4781-bfe0-c01899e451c2,false,1019.5039223486122,29.396811123713633,1,27.11,0,3940.180748823,This is a test.,Iljye0ZfPxt1Ttdg,2022-04-08T12:00:00,12345.678,12345.678,1,0
777622a5-bf8d-43c6-b66f-57f71abb8730,false,1019.7338853336493,29.396611622399178,1,27.69,0,3944.190323634,This is a test.,VkxIZNXarJJZRQ5w,2022-04-08T12:00:00,12345.678,12345.678,1,0
edd98388-e2b0-4be1-a252-fbad54b6ffd8,false,1019.7519686828658,29.39348609002286,1,27.43,0,3954.201309033,This is a test.,wXMO4afUZS4y2WWP,2022-04-08T12:00:00,12345.678,12345.678,1,0
6c5e6c21-d95a-4802-80d5-e7dfa516c655,false,1019.7996927913016,29.396412120994682,1,27.07,0,3980.246485132,This is a test.,mPs8jtAEKQc99ZcD,2022-04-08T12:00:00,12345.678,12345.678,1,0
8a285818-62db-4e11-b78c-6af19ecae3ee,false,1019.1888829381235,29.400668131381508,1,26.08,0,3982.24887774,This is a test.,X5IMerz83gzKG3wf,2022-04-08T12:00:00,12345.678,12345.678,1,0
3acf90e2-ae75-42d2-b13c-3676607a1ab8,false,1019.1252351102972,29.392355572856218,1,29.28,0,3988.259512161,This is a test.,fW5fiu0kI1MTPMU0,2022-04-08T12:00:00,12345.678,12345.678,1,0
33de8bb8-d9d5-4954-869d-610ea15a4b1f,false,1019.2916302594182,29.392821080275894,1,27.8,0,3994.268725591,This is a test.,ItyvvrXqFQtsw11Y,2022-04-08T12:00:00,12345.678,12345.678,1,0
151c833f-2dfe-427a-9e4f-5c3142ce0c30,false,1018.4472742101731,29.395547613864892,1,26.46,0,4022.320310196,This is a test.,Nz5URGPSeKaRYg6R,2022-04-08T12:00:00,12345.678,12345.678,1,0
b3bd6025-e114-4b81-950e-2f6d8e550ccc,false,1020.0093329794938,29.4091800289126,1,26.84,0,4036.346980138,This is a test.,h4ICgz8MBAfoHRuv,2022-04-08T12:00:00,12345.678,12345.678,1,0
05cbfbc5-a775-42df-85c6-8ccd20641a99,false,1019.0770123020426,29.413502413969468,1,30.28,0,4060.387578084,This is a test.,aN0CinsEcwqGYjdV,2022-04-08T12:00:00,12345.678,12345.678,1,0
aeb6655c-608a-4572-8044-33f2f637b561,false,1019.9074588133401,29.409845013987024,1,30,0,4104.463299863,This is a test.,PppOv1WXN0WWX3Fj,2022-04-08T12:00:00,12345.678,12345.678,1,0
338f1810-cae7-4c1f-905d-ae3a864a548d,false,1019.7132813423726,29.412371948123337,1,29.26,0,4110.475571615,This is a test.,epv3I5cPT6EOrIaK,2022-04-08T12:00:00,12345.678,12345.678,1,0
