id,uploaded,pressure,temperature,light,do,ph,runtime,message,_id,time,lat,lon,sats,fix
5572ac4e-cf95-4f66-ad59-8a7778871bc5,false,1019.5298713047639,29.387833475202115,1,37.28,0,3827.978691178,This is a test.,0pLcvXKxfudW9jT8,2022-04-05T12:00:00,12345.678,12345.678,1,0
9c0584c0-f29e-42e6-9bd8-1584a5e89436,false,1019.3674616258853,29.395614114473574,1,36.69,0,3846.014353483,This is a test.,ivKt7I8oT8MMbYwl,2022-04-05T12:00:00,12345.678,12345.678,1,0
81a53288-9696-428c-9c7c-3b84d2ea16f3,false,1018.9549199638947,29.401998126202443,1,38.25,0,3854.025798937,This is a test.,Yfdwp7lwEWO4bOqv,2022-04-05T12:00:00,12345.678,12345.678,1,0
01989a0a-5402-421a-adcf-76f3195e4f59,false,1018.9305632751173,29.390294034089607,1,36.88,0,3860.035825503,This is a test.,8OJoMYkRxrTNT51R,2022-04-05T12:00:00,12345.678,12345.678,1,0
571840a7-01ba-4c84-8038-d243cdfa46db,false,1019.2889992791577,29.397808628931216,1,38.11,0,3862.043152579,This is a test.,80ycYWyxaRKmE5VN,2022-04-05T12:00:00,12345.678,12345.678,1,0
ec11bcf1-3a0d-4ee9-910f-208bcf0b4e3b,false,1018.9585934130824,29.396744623285485,1,38.17,0,3880.073363517,This is a test.,0qMHdiTPKhz3RJFT,2022-04-05T12:00:00,12345.678,12345.678,1,0
a5c16ae7-fd0f-41a7-b5f5-da21d4d36f41,false,1020.1354478987429,29.392089568395704,1,37.65,0,3884.078039654,This is a test.,bVU5ucO9ygcaRJTW,2022-04-05T12:00:00,12345.678,12345.678,1,0
82638eef-ebfd-4701-9e91-6ee8e8bb77b9,false,1020.0550643256225,29.38663644158919,1,33.79,0,3886.082025196,This is a test.,ebKV2ypOGiTh5buh,2022-04-05T12:00:00,12345.678,12345.678,1,0
8deab66e-cad2-4ff1-b023-07c3c67997fe,false,1020.2379521500931,29.395414612617515,1,37.55,0,3898.098132253,This is a test.,NW68ZQEzjfCo5RvO,2022-04-05T12:00:00,12345.678,12345.678,1,0
1c7038df-6d6d-4923-8d6e-5a504efb3858,false,1019.4956670002342,29.395946617366235,1,37.15,0,3902.108528414,This is a test.,JG8IJDZM8oabptAT,2022-04-05T12:00:00,12345.678,12345.678,1,0
91001fe0-40e5-4011-8d9b-1b7b8a771344,false,1020.5601070602773,29.401333129293448,1,36.18,0,3906.122927075,This is a test.,9Is195NAVgCH9jnc,2022-04-05T12:00:00,12345.678,12345.678,1,0
c5da349d-d904-46d9-966f-c201653183e6,false,1019.656354421709,29.39355259094259,1,38.26,0,3918.136508458,This is a test.,noP7XQEUwp4BdAuL,2022-04-05T12:00:00,12345.678,12345.678,1,0
5c1d36e7-2390-4fb8-815f-08073be1daab,false,1019.3934041900095,29.388165983962267,1,27.66,0,3942.18205018,This is a test.,FHdgbBQgjXMK6B8h,2022-04-05T12:00:00,12345.678,12345.678,1,0
a9d5ac06-6c9e-4a5f-b744-6163a30b068a,false,1020.1346036373346,29.399604132636114,1,28.9,0,3952.198382619,This is a test.,a78NRivdnzpi8mqf,2022-04-05T12:00:00,12345.678,12345.678,1,0
13636063-32a1-4d44-a1e6-1a4277b6c6c2,false,1019.2068740777759,29.39548111324632,1,28.07,0,3962.217610049,This is a test.,Rps420NhPqrGlrYP,2022-04-05T12:00:00,12345.678,12345.678,1,0
2f9c9687-d5af-4e53-9239-0f1cc4f5cfe5,false,1020.5737330147007,29.392023067255423,1,25.31,0,3966.221903083,This is a test.,1WkFuaCULRT4M7qv,2022-04-05T12:00:00,12345.678,12345.678,1,0
653e560d-7364-4c0b-bbec-0522516b0500,false,1020.0344216312806,29.40319511811117,1,27.78,0,3978.244089071,This is a test.,bc911IFeXS8Tf0d5,2022-04-05T12:00:00,12345.678,12345.678,1,0
a88fda5c-cd71-4cc0-9c24-b4650c42c8c3,false,1018.8680186356098,29.406985571051337,1,28.15,0,3996.272580356,This is a test.,fmCyqHtRVxcEcPrO,2022-04-05T12:00:00,12345.678,12345.678,1,0
d20105d1-ae79-42b0-9bb8-03c40a3527ca,false,1020.7574659441365,29.403461115872005,1,29.42,0,4000.285228115,This is a test.,dr7O4MwTQL1E08eZ,2022-04-05T12:00:00,12345.678,12345.678,1,0
1b861ffd-96f6-4ba0-a876-88f9a87a0bc2,false,1019.5547115167952,29.405788589432632,1,28.57,0,4004.28978463,This is a test.,iavcFfPsJoI1fHPm,2022-04-05T12:00:00,12345.678,12345.678,1,0
ba1d17fd-2191-4080-b47e-bd5891880796,false,1019.4495932102436,29.405389594837743,1,29.06,0,4008.292575648,This is a test.,duGK7u35iGU4GvDI,2022-04-05T12:00:00,12345.678,12345.678,1,0
